C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_24_834.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_24_834.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_24_834.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_24_906.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_24_906.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_24_906.jpg,0,0.4,0,30.03837
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_24_978.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_24_978.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_24_978.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_25_048.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_25_048.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_25_048.jpg,0,0.4,0,30.03837
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_25_122.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_25_122.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_25_122.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_25_197.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_25_197.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_25_197.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_25_266.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_25_266.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_25_266.jpg,0,0.4,0,30.03837
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_25_335.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_25_335.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_25_335.jpg,0,0.4,0,30.03843
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_25_404.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_25_404.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_25_404.jpg,-0.03286385,0.4,0,30.03814
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_25_472.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_25_472.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_25_472.jpg,-0.2112676,0.4,0,30.02691
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_25_541.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_25_541.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_25_541.jpg,-0.258216,0.4,0,30.02731
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_25_611.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_25_611.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_25_611.jpg,-0.2723005,0.4,0,30.02976
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_25_681.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_25_681.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_25_681.jpg,0,0.4,0,30.03673
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_25_748.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_25_748.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_25_748.jpg,0,0.4,0,30.03795
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_25_822.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_25_822.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_25_822.jpg,0,0.4,0,30.03828
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_25_895.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_25_895.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_25_895.jpg,0,0.4,0,30.03836
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_25_969.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_25_969.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_25_969.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_26_043.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_26_043.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_26_043.jpg,0,0.4,0,30.03837
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_26_117.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_26_117.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_26_117.jpg,0,0.4,0,30.03837
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_26_183.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_26_183.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_26_183.jpg,0,0.4,0,30.03837
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_26_253.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_26_253.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_26_253.jpg,0,0.4,0,30.03837
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_26_323.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_26_323.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_26_323.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_26_390.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_26_390.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_26_390.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_26_459.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_26_459.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_26_459.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_26_528.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_26_528.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_26_528.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_26_596.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_26_596.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_26_596.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_26_664.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_26_664.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_26_664.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_26_738.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_26_738.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_26_738.jpg,0,0.4,0,30.03836
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_26_812.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_26_812.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_26_812.jpg,0,0.4,0,30.03839
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_26_885.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_26_885.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_26_885.jpg,0,0.4,0,30.03837
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_26_953.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_26_953.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_26_953.jpg,0,0.4,0,30.03841
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_27_026.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_27_026.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_27_026.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_27_097.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_27_097.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_27_097.jpg,0,0.4,0,30.03837
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_27_168.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_27_168.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_27_168.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_27_241.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_27_241.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_27_241.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_27_311.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_27_311.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_27_311.jpg,0,0.4,0,30.03838
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_27_383.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_27_383.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_27_383.jpg,0,0.4,0,30.03837
C:\Users\markr\Desktop\data\IMG\center_2021_05_24_15_48_27_450.jpg,C:\Users\markr\Desktop\data\IMG\left_2021_05_24_15_48_27_450.jpg,C:\Users\markr\Desktop\data\IMG\right_2021_05_24_15_48_27_450.jpg,0,0.4,0,30.03838
